BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
corcoran,650000,3,1.0,550.0,"382 Central Park W #14b, New York, NY 10025, USA",40.7935585,-73.9656011,unknown,condo,Normal,Manhattan,10025
e  corp,399000,2,1.0,1090.0,"8811 Elmhurst Ave Apt A4, Elmhurst, NY 11373, USA",40.7455899,-73.8778899,unknown,co op,Normal,Queens,11373
modern spaces,2495000,3,2.3738608579684373,4125.0,"16 Morgan Ave, Brooklyn, NY 11237, USA",40.7043492,-73.9310947,unknown,townhouse,Outlier,Manhattan,11237
nest seekers  southampton,299000,3,1.0,394.0,"321 E 54th St #3c, New York, NY 10022, USA",40.7571764,-73.9656764,unknown,co op,Normal,Manhattan,10022
tom crimmins ltd,239500,1,1.0,864.0,"50 Fort Pl #2, Staten Island, NY 10301, USA",40.6414367,-74.0802253,unknown,condo,Normal,Staten Island,10301
besmatch real estate,235000,1,1.0,850.0,"Parking lot, 3512 Oxford Ave #1b, Bronx, NY 10463, USA",40.8858375,-73.9088586,unknown,co op,Normal,Bronx,10463
century 21 homefront,629000,3,3.0,1280.0,"419 Britton Ave, Staten Island, NY 10304, USA",40.6086959,-74.0859469,unknown,house,Normal,Manhattan,10304
momentum real estate,1039000,3,2.0,2300.0,"8934 15th Ave, Brooklyn, NY 11228, USA",40.6049171,-74.0166722,pending,other,Normal,Manhattan,11228
master  inc,2200000,3,2.3738608579684373,3760.0,"302 Sheldon Ave, Staten Island, NY 10312, USA",40.5450461,-74.1858995,unknown,house,Outlier,Manhattan,10312
sowae corp,380000,3,2.3738608579684373,600.0,"51 Hill St, Brooklyn, NY 11208, USA",40.6789407,-73.8712984,unknown,house,Normal,Manhattan,11208
robert defalco inc,530000,3,2.0,1280.0,"14 Long Pond Ln, Staten Island, NY 10304, USA",40.6155659,-74.0802854,unknown,townhouse,Normal,Manhattan,10304
erealty advisors inc,1449000,4,2.0,1632.0,"9 Franklin Ave, Brooklyn, NY 11249, USA",40.6990196,-73.9587153,unknown,condo,Normal,Manhattan,11249
coldwell banker,7750000,3,4.0,2855.0,"279 Central Park W, New York, NY 10024, USA",40.7868701,-73.9686086,unknown,condo,Luxury,Manhattan,10024
compass,990000,1,1.0,791.0,"240 Riverside Blvd #14n, New York, NY 10023, USA",40.7804721,-73.9871434,unknown,condo,Normal,Manhattan,10069
compass,2300000,1,2.0,1100.0,"900 Park Ave #16c, New York, NY 10075, USA",40.7761296,-73.960619,unknown,condo,Normal,Manhattan,10075
nest seekers  midtown,4999000,3,2.0,2160.0,"36 Gramercy Park E #5n, New York, NY 10003, USA",40.7375223,-73.9849542,pending,other,Normal,Manhattan,10003
keller williams,350000,1,1.0,738.0,"11 Windham Loop #2g, Staten Island, NY 10314, USA",40.5781826,-74.1626869,unknown,condo,Normal,Staten Island,10314
william raveis real estate rye,1900000,5,4.0,3640.0,"311 W 138th St, New York, NY 10030, USA",40.8188422,-73.9456834,unknown,multi family home,Normal,Manhattan,10030
e  corp,2498000,6,6.0,3184.0,"40-20 217th St, Flushing, NY 11361, USA",40.7644884,-73.7660572,unknown,multi family home,Normal,Manhattan,11361
keller williams,995000,5,2.0,2128.0,"203 Sterling St, Brooklyn, NY 11225, USA",40.6631136,-73.9544199,pending,other,Normal,Manhattan,11225
homelister,193999,3,1.0,435.0,"16 Bay Terrace #2e, Staten Island, NY 10306, USA",40.5559755,-74.1387681,contingent,other,Normal,Staten Island,10306
naomi klein realtor,245000,3,1.0,713.0,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,unknown,co op,Normal,Manhattan,11375
compass,8495000,3,4.0,4781.0,"43-45 Walker St # 2, New York, NY 10013, USA",40.7189873,-74.0038646,unknown,condo,Luxury,Manhattan,10013
serhant,12500000,4,4.0,2938.0,"71 Reade St, New York, NY 10007, USA",40.714922,-74.0070262,unknown,condo,Luxury,Manhattan,10007
compass,1895000,3,2.0,1929.0,"416 W 52nd St # 312, New York, NY 10019, USA",40.7647904,-73.9890812,unknown,condo,Normal,Manhattan,10019
bergen basin,189900,1,1.0,600.0,"2265 Ocean Pkwy #1f, Brooklyn, NY 11223, USA",40.5941381,-73.963948,unknown,co op,Normal,Brooklyn,11223
sotheby's,10850000,4,2.3738608579684373,4372.0,"555 West End Ave, New York, NY 10024, USA",40.7895088,-73.9778147,unknown,condo,Luxury,Manhattan,10024
keller williams,999000,5,4.0,1980.0,"503 Hollywood Ave, Bronx, NY 10465, USA",40.8232894,-73.8169443,unknown,multi family home,Normal,Manhattan,10465
corcoran,2195000,3,2.0,1708.0,"500 Park Ave #16a, New York, NY 10022, USA",40.7629604,-73.9705452,unknown,condo,Normal,Manhattan,10022
ben bay co,1260000,7,2.0,2000.0,"1677 Bay Ridge Ave, Brooklyn, NY 11230, USA",40.6186892,-73.9952499,unknown,multi family home,Normal,Manhattan,11204
brown harris stevens,225000,2,1.0,600.0,"535 W 163rd St #3, New York, NY 10032, USA",40.8375103,-73.9407123,pending,other,Normal,Manhattan,10032
nyc brokers,229000,1,1.0,650.0,"402 Bay Ridge Pkwy Apt 68, Brooklyn, NY 11209, USA",40.6308291,-74.0250165,unknown,co op,Normal,Brooklyn,11209
robert defalco inc,1275000,6,5.0,2500.0,"595 Sinclair Ave, Staten Island, NY 10312, USA",40.5423923,-74.1955899,unknown,multi family home,Normal,Manhattan,10312
douglas elliman,5495000,5,4.0,4014.0,"270 Broadway #19d, New York, NY 10007, USA",40.7141198,-74.0066281,unknown,condo,Outlier,Manhattan,10007
unlimited homes inc,730000,4,3.0,1648.0,"191-20 113th Rd, Jamaica, NY 11412, USA",40.6987,-73.761794,unknown,house,Normal,Manhattan,11412
sovereign of ny inc,1149000,6,3.0,2600.0,"228 Beach 125th St, Rockaway Park, NY 11694, USA",40.5781241,-73.8449946,unknown,multi family home,Normal,Manhattan,11694
re/max,648000,3,2.0,2112.0,"157 N Pine Terrace, Staten Island, NY 10312, USA",40.5395578,-74.1795806,pending,other,Normal,Manhattan,10312
precious  corp,499000,2,1.0,825.0,"9201 Shore Rd #302, Brooklyn, NY 11209, USA",40.620502,-74.0396973,unknown,condo,Normal,Brooklyn,11209
sky port homes,450000,2,1.0,1249.0,"113 Beach 60th St #95, Arverne, NY 11692, USA",40.5894946,-73.7896353,unknown,condo,Normal,Queens,11692
ashford homes,558000,3,2.0,1108.0,"3811 Hylan Blvd, Staten Island, NY 10308, USA",40.5463363,-74.1420026,unknown,house,Normal,Manhattan,10308
re/max,539000,2,2.0,821.0,"1495 E 28th St #3a, Brooklyn, NY 11229, USA",40.6145816,-73.9463149,unknown,condo,Normal,Brooklyn,11229
besmatch real estate,99000,1,1.0,859.0,"1185 Anderson Ave #1c, Bronx, NY 10452, USA",40.8366623,-73.9239586,unknown,co op,Outlier,Bronx,10452
bhhs new york,895000,2,2.0,1111.0,"343 E 74th St #20b, New York, NY 10021, USA",40.7696861,-73.9557104,pending,other,Normal,Manhattan,10021
compass,995000,3,2.0,1300.0,"23 E 79th St c, New York, NY 10075, USA",40.776763,-73.9625093,unknown,co op,Normal,Manhattan,10075
awaye,2550000,3,2.0,2400.0,"145 Huntington St 147 1, Brooklyn, NY 11231, USA",40.6763366,-74.0001966,unknown,condo,Normal,Brooklyn,11231
re/max,345000,2,1.0,1000.0,"2483 W 16th St #14d, Brooklyn, NY 11214, USA",40.5871907,-73.9840965,unknown,co op,Normal,Manhattan,11214
re/max,879000,4,2.0,2240.0,"120 8 St, Staten Island, NY 10306, USA",40.5708089,-74.1179169,unknown,house,Normal,Manhattan,10306
berkshire hathaway,939999,3,2.0,3096.0,"222-11 100th Dr, Queens Village, NY 11429, USA",40.7146332,-73.7305803,unknown,house,Normal,Manhattan,11429
compass,500000,3,2.0,1200.0,"98-20 62nd Dr, Rego Park, NY 11374, USA",40.7329909,-73.8586242,unknown,co op,Normal,Manhattan,11374
re/max,3099000,36,16.0,12460.0,"5206 6th Ave, Brooklyn, NY 11220, USA",40.6426522,-74.0096744,unknown,multi family home,Error,Manhattan,11220
sotheby's,1238000,3,2.0,1500.0,"110-39 62nd Dr, Forest Hills, NY 11375, USA",40.7367847,-73.8477757,unknown,townhouse,Normal,Manhattan,11375
venezia,370000,2,1.0,800.0,"1065 Shore Pkwy #2b, Brooklyn, NY 11228, USA",40.6033288,-74.0160805,unknown,co op,Normal,Brooklyn,11228
compass,595000,1,1.0,574.0,"26 W 127th St, New York, NY 10027, USA",40.8080535,-73.9426066,unknown,condo,Normal,Manhattan,10027
hometown,2799000,3,3.0,2350.0,"105 15th St, Brooklyn, NY 11215, USA",40.6676042,-73.9931265,unknown,condo,Normal,Manhattan,11215
pride estates,289000,1,1.0,520.0,"7401 Shore Rd #2l, Brooklyn, NY 11209, USA",40.6339937,-74.0363466,unknown,co op,Normal,Brooklyn,11209
realty connect usa l i inc,669000,3,1.0,1080.0,"42-39 248th St, Flushing, NY 11363, USA",40.7696159,-73.7403605,pending,other,Normal,Manhattan,11363
compass,13995000,5,2.3738608579684373,6815.0,"137 W 77th St, New York, NY 10024, USA",40.7813836,-73.9776937,unknown,townhouse,Luxury,Manhattan,10024
beaudoin  inc,585000,3,1.0,1050.0,"35-31 85th St, Jackson Heights, NY 11372, USA",40.7512505,-73.8814433,unknown,co op,Normal,Manhattan,11372
exit top,699000,3,2.0,1538.0,"38 Jones St, Staten Island, NY 10314, USA",40.6059609,-74.1644799,unknown,house,Normal,Manhattan,10314
homes r us of ny inc,340000,1,1.0,850.0,"2925 W 5th St #12h, Brooklyn, NY 11224, USA",40.5777691,-73.9719866,unknown,condo,Normal,Brooklyn,11224
brown harris stevens,15500000,5,5.0,4193.0,"1045 Madison Ave #11, New York, NY 10075, USA",40.7766637,-73.9615947,unknown,condo,Luxury,Manhattan,10075
nyc brokers,199999,1,1.0,550.0,"1717 E 18th St #5g, Brooklyn, NY 11229, USA",40.6079619,-73.9549426,unknown,co op,Normal,Brooklyn,11229
douglas elliman,2495000,5,4.0,4230.0,"217 W 122nd St, New York, NY 10027, USA",40.807581,-73.9505281,pending,other,Outlier,Manhattan,10027
douglas elliman,799000,2,2.0,1043.0,"175 Adams St #3g, Brooklyn, NY 11201, USA",40.6985714,-73.9881911,unknown,co op,Normal,Brooklyn,11201
red door,888888,4,3.0,2088.0,"20 Greencroft Ln, Staten Island, NY 10308, USA",40.5469948,-74.1413764,unknown,house,Normal,Manhattan,10308
es eva shammah,1690000,3,2.0,1536.0,"1914 E 26th St, Brooklyn, NY 11229, USA",40.6042182,-73.946797,unknown,house,Normal,Manhattan,11229
nest seekers  midtown,8950000,2,2.0,2270.0,"212 W 18th St #19c, New York, NY 10011, USA",40.7412267,-73.9987741,unknown,condo,Luxury,Manhattan,10011
rise,1449000,3,4.0,3600.0,"61 Cypress Ave, Staten Island, NY 10301, USA",40.613153,-74.1076394,unknown,house,Normal,Manhattan,10301
corcoran,1295000,2,2.0,1160.0,"1641 3rd Ave #3h, New York, NY 10128, USA",40.7822235,-73.9509367,unknown,condo,Normal,Manhattan,10128
brown harris stevens,599000,1,1.0,800.0,"568 Grand St j102, New York, NY 10002, USA",40.7142822,-73.9792183,unknown,co op,Normal,Manhattan,10002
ben bay company of staten island,628000,3,2.0,960.0,"268 Cromwell Ave, Staten Island, NY 10305, USA",40.5883038,-74.0928759,unknown,house,Normal,Manhattan,10305
wonica realtors appraisers,593000,2,2.0,1312.0,"31 Hylan Blvd #2b, Staten Island, NY 10305, USA",40.6151849,-74.0646359,unknown,condo,Normal,Staten Island,10305
pyramid home corp,499900,2,2.0,960.0,"491 Midland Ave, Staten Island, NY 10306, USA",40.5741868,-74.0960192,unknown,condo,Normal,Manhattan,10306
elegran real estate and development,540000,3,1.0,509.0,"150 E 37th St #4b, New York, NY 10016, USA",40.7478487,-73.9775903,unknown,condo,Normal,Manhattan,10016
douglas elliman,299000,1,1.0,800.0,"92-30 56th Ave #3g, Elmhurst, NY 11373, USA",40.7365158,-73.8687964,unknown,co op,Normal,Queens,11373
braithwaite,850000,6,3.0,2230.0,"3019 Kingsbridge Terrace, Bronx, NY 10463, USA",40.8760983,-73.9021193,unknown,multi family home,Normal,Manhattan,10463
higgins,899000,4,3.0,1892.0,"1139 E 86th St, Brooklyn, NY 11236, USA",40.6344613,-73.9042326,unknown,multi family home,Normal,Manhattan,11236
keller williams,1299000,10,6.0,4500.0,"247 Senator St, Brooklyn, NY 11220, USA",40.6378136,-74.0266176,unknown,multi family home,Outlier,Manhattan,11220
e  corp,579000,2,2.0,750.0,"140-31 Cherry Ave #9a, Flushing, NY 11355, USA",40.75467,-73.821996,unknown,condo,Normal,Queens,11355
re/max,585000,3,2.0,1008.0,"94 Walker St, Staten Island, NY 10302, USA",40.6302304,-74.142966,unknown,house,Normal,Manhattan,10302
jason mitchell real estate new york,350000,3,2.0,1137.0,"145 Lincoln Ave #3j, Staten Island, NY 10306, USA",40.579062,-74.1076165,contingent,other,Normal,Staten Island,10306
compass,1250000,3,2.0,2072.0,"89 Nixon Ave, Staten Island, NY 10304, USA",40.6321382,-74.0806123,unknown,house,Normal,Manhattan,10304
compass,1979000,5,2.3738608579684373,3150.0,"185 Weirfield St, Brooklyn, NY 11221, USA",40.6908422,-73.9117096,unknown,townhouse,Normal,Manhattan,11221
momentum real estate,599000,3,2.0,780.0,"459 Raritan Ave, Staten Island, NY 10305, USA",40.5880538,-74.0858781,unknown,house,Normal,Manhattan,10305
tom crimmins ltd,779000,4,2.0,2188.0,"122 Hamilton Ave, Staten Island, NY 10301, USA",40.6445045,-74.0818972,unknown,house,Normal,Manhattan,10301
compass,1995000,2,3.0,1838.0,"298 E 2nd St Apartment 4, New York, NY 10009, USA",40.720539,-73.979335,unknown,condo,Normal,Manhattan,10009
top nest inc,564900,1,1.0,769.0,"215 Adams St #10b, Brooklyn, NY 11201, USA",40.697478,-73.988335,unknown,co op,Normal,Brooklyn,11201
tapestry real estate of queens,1399000,4,3.0,2283.0,"31-53 45th St, Long Island City, NY 11103, USA",40.7580197,-73.9140215,unknown,multi family home,Normal,Manhattan,11103
robert defalco inc,1250000,4,2.0,3160.0,"1841 Richmond Rd, Staten Island, NY 10306, USA",40.585661,-74.1059417,unknown,house,Normal,Manhattan,10306
exp,685000,4,2.0,2000.0,"884 E 161 St, Bronx, NY 10459, USA",40.8194513,-73.9001792,unknown,multi family home,Normal,Manhattan,10459
boroughs,279999,2,1.0,666.0,"3235 Emmons Ave Apt 120, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,unknown,co op,Normal,Brooklyn,11235
keller williams,520000,2,1.0,741.0,"105 Bennett Ave # 54b, New York, NY 10033, USA",40.8536742,-73.9347275,unknown,condo,Normal,Manhattan,10033
nexthome prestige,599900,3,2.0,1248.0,"9 Lovell Ave, Staten Island, NY 10314, USA",40.5922258,-74.1508322,unknown,house,Normal,Manhattan,10314
douglas elliman,885000,6,5.0,2680.0,"933 Fteley Ave, Bronx, NY 10473, USA",40.8236783,-73.8705222,unknown,multi family home,Normal,Manhattan,10473
citi star,258000,1,1.0,650.0,"601 Brightwater Ct #5l, Brooklyn, NY 11235, USA",40.5759986,-73.960785,unknown,co op,Normal,Brooklyn,11235
apple  corp,700000,2,2.0,1124.0,"16803 Powells Cove Blvd #14, Beechhurst, NY 11357, USA",40.7942255,-73.7950678,unknown,condo,Normal,Queens,11357
plaza island,898000,3,1.0,2744.0,"23 Bancroft Ave, Staten Island, NY 10306, USA",40.5789553,-74.1138794,contingent,other,Normal,Manhattan,10306
compass,500000,1,1.0,720.0,"232 E 118th St #5b, New York, NY 10035, USA",40.7983883,-73.937888,unknown,condo,Normal,Manhattan,10035
corcoran,695000,3,2.0,1926.0,"696 Autumn Ave, Brooklyn, NY 11208, USA",40.6713641,-73.8673475,unknown,house,Normal,Manhattan,11208
serhant,375000,1,1.0,1185.0,"10 Bay Street Landing #1a, Staten Island, NY 10301, USA",40.638118,-74.073964,unknown,co op,Normal,Staten Island,10301
coldwell banker,2700000,24,24.0,18936.0,"3520 Newkirk Ave #24, Brooklyn, NY 11203, USA",40.6401806,-73.9429395,unknown,multi family home,Error,Brooklyn,11203
corcoran,2100000,3,2.0,1902.0,"76 Powers St, Brooklyn, NY 11211, USA",40.7118832,-73.947991,pending,other,Normal,Manhattan,11211
exp,389888,1,1.0,730.0,"37-30 73rd St, Flushing, NY 11372, USA",40.7479556,-73.8929488,unknown,co op,Normal,Manhattan,11372
re/max,285000,1,1.0,900.0,"2815 Ocean Pkwy #3f, Brooklyn, NY 11235, USA",40.5811062,-73.966749,unknown,co op,Normal,Brooklyn,11235
matias real estate,674999,3,1.0,1299.0,"90 Bay Street Landing #6k, Staten Island, NY 10301, USA",40.6403656,-74.0737574,unknown,condo,Normal,Staten Island,10301
serhant,12995000,4,4.0,5608.0,"129 E 70th St, New York, NY 10021, USA",40.7694487,-73.9634625,unknown,townhouse,Luxury,Manhattan,10021
bergen basin,759000,3,2.0,1260.0,"2044 E 67th St, Brooklyn, NY 11234, USA",40.6184347,-73.9113421,unknown,house,Normal,Manhattan,11234
brown harris stevens,995000,2,2.0,1030.0,"575 4th Ave #2a, Brooklyn, NY 11215, USA",40.6655513,-73.9922171,unknown,condo,Normal,Brooklyn,11215
robert e hill inc,239000,1,1.0,800.0,"3017 Riverdale Ave #3c, Bronx, NY 10463, USA",40.880985,-73.9102329,unknown,co op,Normal,Bronx,10463
classic homes and,1100000,5,3.0,2192.0,"85-11 164th Ave, Jamaica, NY 11414, USA",40.6500222,-73.844778,unknown,house,Normal,Manhattan,11414
jadestone development,868000,3,2.0,1484.0,"212 Hunter Ave, Staten Island, NY 10306, USA",40.5802397,-74.1018122,unknown,house,Normal,Manhattan,10306
new home connections inc,1100000,4,2.0,1800.0,"7372 Amboy Rd, Staten Island, NY 10307, USA",40.5103369,-74.2424867,unknown,house,Normal,Manhattan,10307
compass,1895000,3,2.0,1230.0,"47 Bridge St #3c, Brooklyn, NY 11201, USA",40.7032131,-73.9845345,pending,other,Normal,Brooklyn,11201
berns agency,749000,3,2.0,1800.0,"93 Gower St, Staten Island, NY 10314, USA",40.6105648,-74.1237991,unknown,house,Normal,Manhattan,10314
re/max,775000,5,2.0,1600.0,"2951 Harding Ave, Bronx, NY 10465, USA",40.8166622,-73.8139448,unknown,multi family home,Normal,Manhattan,10465
corcoran,2395000,2,2.0,1650.0,"320 E 57th St, New York, NY 10022, USA",40.7588081,-73.9647057,unknown,co op,Normal,Manhattan,10022
re/max,2300000,8,6.0,4000.0,"123 Bay 10th St, Brooklyn, NY 11228, USA",40.608367,-74.0112145,unknown,multi family home,Outlier,Manhattan,11228
keller williams,700000,1,2.0,900.0,"138 Edgecombe Ave #1a, New York, NY 10030, USA",40.8211582,-73.9445475,unknown,condo,Normal,Manhattan,10030
corcoran,450000,3,1.0,494.0,"4907 4th Ave #3c, Brooklyn, NY 11220, USA",40.646643,-74.011966,unknown,condo,Normal,Brooklyn,11220
serhant,3890000,3,4.0,2446.0,"219 E 44th St #31, New York, NY 10017, USA",40.7518502,-73.9725168,unknown,condo,Normal,Manhattan,10017
coldwell banker,1099000,3,2.0,1092.0,"8 Piedmont Ave, Staten Island, NY 10305, USA",40.6038744,-74.0739123,unknown,house,Normal,Manhattan,10305
digs digs  email,779000,1,1.0,800.0,"321 W 90th St #8d, New York, NY 10024, USA",40.792004,-73.9767816,unknown,co op,Normal,Manhattan,10024
re/max,1880000,5,2.0,1850.0,"6820 17th Ave, Brooklyn, NY 11204, USA",40.6184547,-73.9949244,unknown,multi family home,Normal,Manhattan,11204
exit private client,509000,3,1.0,1100.0,"3054 Lawton Ave, Bronx, NY 10465, USA",40.8181427,-73.8105454,unknown,house,Normal,Manhattan,10465
nest seekers  midtown,499000,1,1.0,845.0,"2068 Ocean Ave #2b, Brooklyn, NY 11230, USA",40.611469,-73.954103,unknown,condo,Normal,Brooklyn,11230
century 21 royal,1499000,8,3.0,3300.0,"713 E 239th St, Bronx, NY 10466, USA",40.8998618,-73.852221,unknown,multi family home,Normal,Manhattan,10466
piastro,1295000,8,3.0,3050.0,"3043 Brighton 14th St, Brooklyn, NY 11235, USA",40.578698,-73.9551566,unknown,house,Normal,Manhattan,11235
compass,7500000,3,2.3738608579684373,6000.0,"515 Broadway #2b, New York, NY 10012, USA",40.7227148,-73.9993678,unknown,co op,Luxury,Manhattan,10012
exp,395000,1,1.0,519.0,"7013A Park Dr E, Flushing, NY 11367, USA",40.7267616,-73.8294609,unknown,condo,Normal,Manhattan,11367
ritz ny corp,760000,4,2.0,1490.0,"446 Clifton Ave, Staten Island, NY 10305, USA",40.6100159,-74.0754726,unknown,multi family home,Normal,Manhattan,10305
jamie connie real estate grp,988000,4,3.0,1552.0,"158-34 75th Ave, Flushing, NY 11366, USA",40.7264779,-73.8093514,unknown,house,Normal,Manhattan,11366
b square,528000,2,1.0,753.0,"6988 136th St, Flushing, NY 11367, USA",40.7267616,-73.8294609,unknown,condo,Normal,Manhattan,11367
neuhaus inc,420000,2,1.0,840.0,"1286 Rockland Ave #2h, Staten Island, NY 10314, USA",40.5945609,-74.1596635,unknown,condo,Normal,Staten Island,10314
sotheby's,1750000,3,2.0,1494.0,"203 W 81st St #2a, New York, NY 10024, USA",40.7847793,-73.9778528,unknown,condo,Normal,Manhattan,10024
chous  inc,268000,1,1.0,850.0,"14220 26th Ave #5b, Flushing, NY 11354, USA",40.7741978,-73.8256676,unknown,co op,Normal,Queens,11354
corcoran,4295000,3,2.0,2615.0,"426 W 58th St PH 3, New York, NY 10019, USA",40.7688045,-73.9862514,unknown,condo,Normal,Manhattan,10019
rubirosa,1900000,3,2.3738608579684373,3500.0,"1838 Victor St, Bronx, NY 10462, USA",40.8462523,-73.8671523,unknown,multi family home,Normal,Manhattan,10462
fave inc,729999,3,2.0,1056.0,"120-15 145th St, Jamaica, NY 11436, USA",40.6762428,-73.7945184,unknown,house,Normal,Manhattan,11436
century 21 first,848000,3,3.0,1080.0,"1645 71st St, Brooklyn, NY 11204, USA",40.6180243,-73.9971092,unknown,house,Normal,Manhattan,11204
douglas elliman,213000,3,1.0,430.0,"345 Webster Ave #3m, Brooklyn, NY 11230, USA",40.6339914,-73.9689071,unknown,co op,Normal,Brooklyn,11230
bellmarc,795000,3,2.0,1725.0,"1051 Herkimer St, Brooklyn, NY 11233, USA",40.6781645,-73.9185084,unknown,multi family home,Normal,Manhattan,11233
magic of great neck inc,649000,2,2.0,1500.0,"270-10 Grand Central Pkwy #25k, Little Neck, NY 11362, USA",40.7568337,-73.715194,unknown,co op,Normal,Queens,11005
keller williams,439000,2,1.0,900.0,"13-56 Bell Blvd #2, Bayside, NY 11360, USA",40.7877465,-73.7810708,unknown,co op,Normal,Queens,11360
nest seekers  midtown,2375000,2,2.0,986.0,"3 Ct Square W, Long Island City, NY 11101, USA",40.7478785,-73.9444755,unknown,condo,Normal,Manhattan,11101
