BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
sotheby's,65000000,3,2.3738608579684373,15200.0,"4 E 79th St, New York, NY 10075, USA",40.7765613,-73.9633167,unknown,townhouse,10075,Manhattan,4276.315789473684,True
apaus inc,1685000,3,2.3738608579684373,2184.207862,"519 Fairview Ave, Ridgewood, NY 11385, USA",40.7083434,-73.9081614,unknown,land,11385,Manhattan,771.4467241488209,False
dom inc,2550000,3,2.3738608579684373,2184.207862,"234 Ocean View Ave, Brooklyn, NY 11235, USA",40.5785288,-73.9655666,unknown,land,11235,Manhattan,1167.471303608008,True
meyers enterprise,119000,3,2.3738608579684373,2184.207862,"3652 De Reimer Ave, Bronx, NY 10466, USA",40.8841699,-73.8388387,unknown,land,10466,Manhattan,54.4819941683737,False
trebach inc,1249000,3,2.3738608579684373,2184.207862,"3021 Arlington Ave, Bronx, NY 10463, USA",40.8822913,-73.9137305,unknown,house,10463,Manhattan,571.83202282604,False
exp,650000,3,2.3738608579684373,1638.0,"1544 Ohm Ave, Bronx, NY 10465, USA",40.8454501,-73.8209766,unknown,townhouse,10465,Manhattan,396.8253968253968,False
ditommaso real estate,689000,3,2.3738608579684373,1248.0,"46 Kirshon Ave, Staten Island, NY 10314, USA",40.6137764,-74.1600305,unknown,house,10314,Manhattan,552.0833333333334,False
sotheby's,4000000,3,2.3738608579684373,2248.0,"445 Lafayette St #14a, New York, NY 10003, USA",40.7295412,-73.9913066,for sale,other,10003,Manhattan,1779.3594306049822,True
sowae corp,250000,3,2.3738608579684373,1224.0,"164-31 99th St, Howard Beach, NY 11414, USA",40.6505528,-73.8316736,unknown,house,11414,Manhattan,204.2483660130719,False
j shayovitz real estate corp,650000,3,2.3738608579684373,2184.207862,"2998 Fulton St, Brooklyn, NY 11208, USA",40.6799197,-73.8839962,unknown,land,11208,Manhattan,297.59072444910004,False
prereal prendamano real estate,3950000,3,2.3738608579684373,2184.207862,"750 Barclay Ave, Staten Island, NY 10312, USA",40.525422,-74.166603,unknown,land,10312,Manhattan,1808.4359408829926,True
paulema  inc,2999950,3,2.3738608579684373,2184.207862,"9115 Bedell Ln, Brooklyn, NY 11236, USA",40.6444117,-73.9100389,unknown,land,11236,Manhattan,1373.4727597093504,True
countrywide real estate inc,289000,3,2.3738608579684373,2184.207862,"633 Mead St, Bronx, NY 10460, USA",40.842629,-73.8665973,unknown,land,10460,Manhattan,132.31341440890756,False
c r real estate  ny,790000,3,2.3738608579684373,2184.207862,"1815 College Point Blvd, College Point, NY 11356, USA",40.7827104,-73.8457691,unknown,land,11356,Manhattan,361.6871881765985,False
landair property advisors,6100000,3,2.3738608579684373,2184.207862,"1518 Pitkin Ave, Brooklyn, NY 11212, USA",40.6685186,-73.9175924,unknown,land,11212,Manhattan,2792.774490983862,True
new prospective inc,350000,3,2.3738608579684373,2184.207862,"2532 Atlantic Ave, Brooklyn, NY 11207, USA",40.6753179,-73.9008593,unknown,land,11207,Manhattan,160.24115931874618,False
trebach inc,450000,3,2.3738608579684373,2184.207862,"9 Alderbrook Rd, Bronx, NY 10471, USA",40.89582,-73.9110766,unknown,land,10471,Manhattan,206.0243476955308,False
lions guard brokerage,2999999,3,2.3738608579684373,2184.207862,"153-10 89th Ave, Jamaica, NY 11432, USA",40.7051444,-73.8030054,unknown,land,11432,Manhattan,1373.4951934716548,True
real estate trade co inc,2500000,3,2.3738608579684373,2184.207862,"238 Ocean View Ave, Brooklyn, NY 11235, USA",40.578639,-73.965449,unknown,land,11235,Manhattan,1144.5797094196155,True
real estate top sales,350000,3,2.3738608579684373,2184.207862,"8 Lake Ave, Brooklyn, NY 11235, USA",40.5844107,-73.9380366,unknown,land,11235,Manhattan,160.24115931874618,False
truhomes,150000,3,2.3738608579684373,2184.207862,"40 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6171535,-74.0890497,unknown,land,10301,Manhattan,68.67478256517694,False
es eva shammah,3600000,3,2.3738608579684373,2184.207862,"1348 E 7th St, Brooklyn, NY 11230, USA",40.6179636,-73.9681702,unknown,land,11230,Manhattan,1648.1947815642463,True
truhomes,150000,3,2.3738608579684373,2184.207862,"48 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6170275,-74.0893192,unknown,land,10301,Manhattan,68.67478256517694,False
oxford property,2000000,3,2.3738608579684373,2184.207862,"2090 Arthur Ave, Bronx, NY 10457, USA",40.8492324,-73.8914043,unknown,land,10457,Manhattan,915.6637675356925,True
landair property advisors,2200000,3,2.3738608579684373,2184.207862,"75-43 113th St, Flushing, NY 11375, USA",40.7185125,-73.834819,unknown,land,11375,Manhattan,1007.2301442892617,True
modern spaces love your place,650000,3,2.3738608579684373,2184.207862,"31-42 41st St, Long Island City, NY 11103, USA",40.759972,-73.9173868,unknown,land,11103,Manhattan,297.59072444910004,False
neman yoska,149000,3,2.3738608579684373,2184.207862,"644 Jefferson Ave, Staten Island, NY 10306, USA",40.5742632,-74.086609,unknown,land,10306,Manhattan,68.21695068140909,False
5 boro corp,799999,3,2.3738608579684373,2184.207862,"1905 Fulton St, Brooklyn, NY 11233, USA",40.6789582,-73.9203193,unknown,land,11233,Manhattan,366.2650491823932,False
soverign homes inc,265000,3,2.3738608579684373,2184.207862,"1698 E New York Ave, Brooklyn, NY 11212, USA",40.6743408,-73.9056237,unknown,land,11212,Manhattan,121.32544919847925,False
jl capital real estate corp,795000,3,2.3738608579684373,2184.207862,"1761 Topping Ave, Bronx, NY 10457, USA",40.8457524,-73.9059682,unknown,land,10457,Manhattan,363.97634759543774,False
jl capital real estate corp,1245000,3,2.3738608579684373,2184.207862,"5437 Fieldston Rd, Bronx, NY 10471, USA",40.902657,-73.901871,unknown,land,10471,Manhattan,570.0006952909686,False
crifasi real estate inc,549000,3,2.3738608579684373,2184.207862,"1385 Dekalb Ave, Brooklyn, NY 11221, USA",40.699454,-73.924234,unknown,land,11221,Manhattan,251.34970418854758,False
century 21 achievers,299000,3,2.3738608579684373,2184.207862,"621 E 87th St, Brooklyn, NY 11236, USA",40.6415965,-73.9105958,unknown,land,11236,Manhattan,136.89173324658603,False
glashen  inc,675000,3,2.3738608579684373,2184.207862,"558 E 34th St, Brooklyn, NY 11203, USA",40.6428139,-73.9451438,pending,other,11203,Manhattan,309.0365215432962,False
sowae corp,130000,3,2.3738608579684373,664.0,"263 South Ave, Staten Island, NY 10303, USA",40.6330671,-74.1659477,unknown,house,10303,Manhattan,195.78313253012047,False
ashford homes,348000,3,2.3738608579684373,2184.207862,"952 Olympia Blvd, Staten Island, NY 10306, USA",40.575138,-74.090531,unknown,land,10306,Manhattan,159.32549555121048,False
morris park,49500,3,2.3738608579684373,800.0,"150 City Island Ave #3e, Bronx, NY 10464, USA",40.8432844,-73.7846028,unknown,co op,10464,Bronx,61.875,False
tom marco real estate inc,579900,3,2.3738608579684373,2640.0,"241 Westervelt Ave, Staten Island, NY 10301, USA",40.6422293,-74.0830445,foreclosure,other,10301,Manhattan,219.6590909090909,False
trebach inc,1395000,3,2.3738608579684373,2184.207862,"5239 Independence Ave, Bronx, NY 10471, USA",40.9007702,-73.9110778,unknown,land,10471,Manhattan,638.6754778561454,False
homefinders of si inc,695000,3,2.3738608579684373,1793.0,"370 Windham Loop, Staten Island, NY 10314, USA",40.5763909,-74.1631382,unknown,townhouse,10314,Manhattan,387.61851645287226,False
douglas elliman,285000,3,2.3738608579684373,2184.207862,"12 Point Breeze Ave, Breezy Point, NY 11697, USA",40.5607533,-73.9207539,unknown,land,11697,Manhattan,130.48208687383618,False
sowae corp,399000,3,2.3738608579684373,1350.0,"117-02 111th Ave, Jamaica, NY 11420, USA",40.6798316,-73.82277,unknown,house,11420,Manhattan,295.55555555555554,False
sowae corp,210000,3,2.3738608579684373,1840.0,"653 Jerome St, Brooklyn, NY 11207, USA",40.664748,-73.884184,unknown,house,11207,Manhattan,114.1304347826087,False
ben bay co,1150000,3,2.3738608579684373,1376.0,"2234 62nd St, Brooklyn, NY 11204, USA",40.6149237,-73.9789281,unknown,house,11204,Manhattan,835.7558139534884,False
re/max,3999000,3,2.3738608579684373,3428.0,"7923 11th Ave, Brooklyn, NY 11228, USA",40.6201406,-74.014486,unknown,house,11228,Manhattan,1166.5694282380396,True
wolf  inc,2500000,3,2.3738608579684373,2184.207862,"32 Village Rd S, Brooklyn, NY 11223, USA",40.5938747,-73.9742907,pending,other,11223,Manhattan,1144.5797094196155,True
wolf  inc,2500000,3,2.3738608579684373,2184.207862,"30 Village Rd S, Brooklyn, NY 11223, USA",40.5938803,-73.9743763,pending,other,11223,Manhattan,1144.5797094196155,True
diane ltd,529000,3,2.3738608579684373,1618.0,"23 Arielle Ln, Staten Island, NY 10314, USA",40.5781324,-74.1603451,unknown,townhouse,10314,Manhattan,326.946847960445,False
sowae corp,160000,3,2.3738608579684373,1064.0,"114-48 148th St, Jamaica, NY 11436, USA",40.6845061,-73.7950299,unknown,house,11436,Manhattan,150.37593984962405,False
andrew lichtenstein inc,7200000,3,2.3738608579684373,48000.0,"3650 Bronx Blvd, Bronx, NY 10467, USA",40.8814635,-73.8671293,unknown,multi family home,10467,Manhattan,150.0,True
besmatch real estate,699000,3,2.3738608579684373,2034.0,"2728 Hone Ave, Bronx, NY 10469, USA",40.8665092,-73.8574012,unknown,multi family home,10469,Manhattan,343.65781710914456,False
re/max,850000,3,2.3738608579684373,2160.0,"167 Mills Ave, Staten Island, NY 10305, USA",40.5931048,-74.0663488,unknown,house,10305,Manhattan,393.51851851851853,False
corcoran,800000,3,2.3738608579684373,2184.207862,"1433 E 105th St, Brooklyn, NY 11236, USA",40.6388264,-73.8846089,pending,other,11236,Manhattan,366.265507014277,False
rock home  inc,350000,3,2.3738608579684373,2184.207862,"450 Cyrus Pl, Bronx, NY 10458, USA",40.8585142,-73.8918995,unknown,multi family home,10458,Manhattan,160.24115931874618,False
sowae corp,560000,3,2.3738608579684373,2184.207862,"819 E 22nd St, Brooklyn, NY 11210, USA",40.632221,-73.955309,unknown,multi family home,11210,Manhattan,256.3858549099939,False
homes r us of ny inc,799900,3,2.3738608579684373,2058.0,"25 Flagship Cir, Staten Island, NY 10309, USA",40.5147701,-74.2022363,unknown,townhouse,10309,Manhattan,388.6783284742468,False
5 boro corp,850000,3,2.3738608579684373,1600.0,"3836 Laurel Ave, Brooklyn, NY 11224, USA",40.5776897,-74.0072206,unknown,multi family home,11224,Manhattan,531.25,False
nest seekers  west,1200000,3,2.3738608579684373,2184.207862,"2316 1st Ave., New York, NY 10035, USA",40.797735,-73.933806,unknown,land,10035,Manhattan,549.3982605214155,False
keller williams,660000,3,2.3738608579684373,1283.0,"1761 Tenbroeck Ave, Bronx, NY 10461, USA",40.851494,-73.8492232,unknown,townhouse,10461,Manhattan,514.419329696025,False
joanne costa,3995000,3,2.3738608579684373,12200.0,"639 Tompkins Ave., Staten Island, NY 10305, USA",40.6107278,-74.0701607,unknown,multi family home,10305,Manhattan,327.4590163934426,True
ka  inc,350000,3,2.3738608579684373,1520.0,"399 Linwood St, Brooklyn, NY 11208, USA",40.6758271,-73.8828978,unknown,house,11208,Manhattan,230.26315789473685,False
sowae corp,399000,3,2.3738608579684373,1601.0,"104-06 212th St, Jamaica, NY 11417, USA",40.7115495,-73.7464296,unknown,house,11429,Manhattan,249.21923797626482,False
exit first choice,160000,3,2.3738608579684373,2184.207862,"110-42 213th St, Queens Village, NY 11429, USA",40.7066981,-73.7439122,unknown,land,11429,Manhattan,73.25310140285539,False
vylla homes,551000,3,2.3738608579684373,2184.207862,"1606 E 45th St, Brooklyn, NY 11234, USA",40.6214749,-73.932287,unknown,house,11234,Manhattan,252.26536795608328,False
kismet ny,450000,3,2.3738608579684373,1122.0,"102 Pilot St, Bronx, NY 10464, USA",40.8408308,-73.7856681,unknown,house,10464,Manhattan,401.06951871657753,False
sowae corp,215000,3,2.3738608579684373,1509.0,"114-06 194th St, Jamaica, NY 11412, USA",40.6982271,-73.7605874,unknown,house,11412,Manhattan,142.4784625579854,False
homes r us of ny inc,999998,3,2.3738608579684373,2400.0,"327 Brehaut Ave, Staten Island, NY 10307, USA",40.5114943,-74.2382685,unknown,multi family home,10307,Manhattan,416.66583333333335,False
oxford property,7750000,3,2.3738608579684373,3375.0,"5622 14th Ave, Brooklyn, NY 11219, USA",40.629467,-73.994672,unknown,townhouse,11219,Manhattan,2296.296296296296,True
compass,395000,3,2.3738608579684373,381.0,"192 Water St STE C, Brooklyn, NY 11201, USA",40.7028922,-73.9860614,pending,other,11201,Brooklyn,1036.745406824147,False
yourhomesold guarantee,250000,3,2.3738608579684373,2184.207862,"1818 Unionport Rd, Bronx, NY 10462, USA",40.8453241,-73.8684042,unknown,land,10462,Manhattan,114.45797094196156,False
sowae corp,220000,3,2.3738608579684373,1396.0,"1800 Troy Ave, Brooklyn, NY 11234, USA",40.628358,-73.9339729,unknown,house,11234,Manhattan,157.59312320916905,False
rock home  inc,150000,3,2.3738608579684373,2184.207862,"2862 Briggs Ave, Bronx, NY 10458, USA",40.8693539,-73.8883183,unknown,house,10458,Manhattan,68.67478256517694,False
sowae corp,285000,3,2.3738608579684373,1536.0,"63 Cassidy Pl, Staten Island, NY 10301, USA",40.6423112,-74.0943328,unknown,house,10301,Manhattan,185.546875,False
opulence,650000,3,2.3738608579684373,1632.0,"259 Windham Loop, Staten Island, NY 10314, USA",40.577069,-74.161888,unknown,condo,10314,Manhattan,398.2843137254902,False
douglas elliman,14000000,3,2.3738608579684373,2184.207862,"3641 Johnson Ave, Bronx, NY 10463, USA",40.8879286,-73.9096657,unknown,multi family home,10463,Manhattan,6409.646372749847,True
compass,1759000,3,2.3738608579684373,2100.0,"348 E 4th St #1, Brooklyn, NY 11218, USA",40.643712,-73.976793,unknown,house,11218,Brooklyn,837.6190476190476,False
brown harris stevens,25000000,3,2.3738608579684373,2184.207862,"60 Clark St, Brooklyn, NY 11201, USA",40.6975406,-73.9938611,unknown,townhouse,11201,Manhattan,11445.797094196156,True
nobroker,270000,3,2.3738608579684373,1158.0,"3780 Willett Ave, Bronx, NY 10467, USA",40.8838997,-73.864167,unknown,house,10467,Manhattan,233.16062176165804,False
all century,765000,3,2.3738608579684373,2500.0,"1574 Crotona Park E, Bronx, NY 10460, USA",40.8365023,-73.8919613,unknown,house,10460,Manhattan,306.0,False
qwest property  inc,1525000,3,2.3738608579684373,2572.0,"710 E 22nd St, Brooklyn, NY 11210, USA",40.6349015,-73.9563944,unknown,house,11210,Manhattan,592.9237947122862,False
link ny,2300000,3,2.3738608579684373,21000.0,"96 E 208th St, Bronx, NY 10467, USA",40.878193,-73.8818068,unknown,multi family home,10467,Manhattan,109.52380952380952,True
nest seekers  west,799000,3,2.3738608579684373,2184.207862,"3737 Amboy Rd, Staten Island, NY 10308, USA",40.552406,-74.1441129,unknown,house,10308,Manhattan,365.80767513050915,False
compass,3999500,3,2.3738608579684373,2184.207862,"1800 Grand Concourse, Bronx, NY 10457, USA",40.847049,-73.9080117,unknown,house,10457,Manhattan,1831.098619129501,True
myc  inc,5827000,3,2.3738608579684373,55300.0,"99-44 62nd Ave, Flushing, NY 11374, USA",40.7352736,-73.8566546,unknown,multi family home,11374,Manhattan,105.37070524412296,True
behfar team,1100000,3,2.3738608579684373,2184.207862,"1534 E 22nd St, Brooklyn, NY 11210, USA",40.6143817,-73.9525027,unknown,house,11210,Manhattan,503.61507214463086,False
keller williams,1188000,3,2.3738608579684373,2184.207862,"85-34 Chevy Chase St, Jamaica, NY 11432, USA",40.7199051,-73.7781913,pending,other,11432,Manhattan,543.9042779162013,False
four seasons co,725000,3,2.3738608579684373,1498.0,"32 Poi Ct, Staten Island, NY 10314, USA",40.5887531,-74.1613951,contingent,other,10314,Manhattan,483.97863818424565,False
douglas elliman,1279900,3,2.3738608579684373,3812.0,"51 E 126th St, New York, NY 10035, USA",40.8062253,-73.9393116,unknown,multi family home,10035,Manhattan,335.7555089192025,False
5 boro corp,1449999,3,2.3738608579684373,1890.0,"768 Herkimer St, Brooklyn, NY 11233, USA",40.6783124,-73.928113,unknown,house,11233,Manhattan,767.1952380952381,False
modern spaces,2495000,3,2.3738608579684373,4125.0,"16 Morgan Ave, Brooklyn, NY 11237, USA",40.7043492,-73.9310947,unknown,townhouse,11237,Manhattan,604.8484848484849,True
master  inc,2200000,3,2.3738608579684373,3760.0,"302 Sheldon Ave, Staten Island, NY 10312, USA",40.5450461,-74.1858995,unknown,house,10312,Manhattan,585.1063829787234,True
sowae corp,380000,3,2.3738608579684373,600.0,"51 Hill St, Brooklyn, NY 11208, USA",40.6789407,-73.8712984,unknown,house,11208,Manhattan,633.3333333333334,False
jm,399900,3,2.3738608579684373,2184.207862,"409 Slater Blvd, Staten Island, NY 10305, USA",40.5771876,-74.0829699,unknown,land,10305,Manhattan,183.0869703187617,False
compass,7500000,3,2.3738608579684373,6000.0,"515 Broadway #2b, New York, NY 10012, USA",40.7227148,-73.9993678,unknown,co op,10012,Manhattan,1250.0,True
rubirosa,1900000,3,2.3738608579684373,3500.0,"1838 Victor St, Bronx, NY 10462, USA",40.8462523,-73.8671523,unknown,multi family home,10462,Manhattan,542.8571428571429,False
re/max,699000,3,2.3738608579684373,2184.207862,"10557 Avenue K, Brooklyn, NY 11236, USA",40.64539,-73.8897652,unknown,house,11236,Manhattan,320.0244867537245,False
soverign homes inc,450000,3,2.3738608579684373,2184.207862,"125-15 Defoe St, Jamaica, NY 11413, USA",40.681047,-73.754428,unknown,house,11413,Manhattan,206.0243476955308,False
keller williams,3200000,3,2.3738608579684373,3735.0,"2117 5th Ave, New York, NY 10035, USA",40.8093495,-73.9398627,unknown,multi family home,10035,Manhattan,856.760374832664,True
soverign homes inc,800000,3,2.3738608579684373,2184.207862,"742 Lexington Ave, Brooklyn, NY 11221, USA",40.6899365,-73.9294828,unknown,house,11221,Manhattan,366.265507014277,False
exp,520000,3,2.3738608579684373,1705.0,"503 E 182nd St, Bronx, NY 10457, USA",40.8536129,-73.8933593,unknown,house,10457,Manhattan,304.9853372434018,False
g g caleca,650000,3,2.3738608579684373,1218.0,"23 Jackson St, Staten Island, NY 10304, USA",40.6306934,-74.0794192,unknown,house,10304,Manhattan,533.6617405582923,False
buy for less,345000,3,2.3738608579684373,2184.207862,"183-12 Elmira Ave, Jamaica, NY 11412, USA",40.701334,-73.772164,unknown,house,11412,Manhattan,157.95199989990695,False
corcoran,2500000,3,2.3738608579684373,2184.207862,"1203 8th Ave, Brooklyn, NY 11215, USA",40.6637132,-73.9806843,unknown,house,11215,Manhattan,1144.5797094196155,True
global center,2449000,3,2.3738608579684373,3000.0,"46 Pulaski St, Brooklyn, NY 11206, USA",40.6921191,-73.9498754,unknown,multi family home,11206,Manhattan,816.3333333333334,True
nest seekers  midtown,399000,3,2.3738608579684373,2184.207862,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725,unknown,condo,11102,Manhattan,182.67492162337064,False
compass,14000000,3,2.3738608579684373,23027.0,"39 Eldridge St, New York, NY 10002, USA",40.7157769,-73.99357,unknown,house,10002,Manhattan,607.9819342510965,True
ackerman vlada,550000,3,2.3738608579684373,2184.207862,"702 Ocean Pkwy #1a, Brooklyn, NY 11230, USA",40.6310935,-73.9723541,unknown,condo,11230,Brooklyn,251.80753607231543,False
reo first choice,1200000,3,2.3738608579684373,3280.0,"1176 Bushwick Ave, Brooklyn, NY 11221, USA",40.688515,-73.916949,pending,other,11221,Manhattan,365.8536585365854,False
oxford property,1400000,3,2.3738608579684373,2184.207862,"501 E 136th St, Bronx, NY 10454, USA",40.8065368,-73.9202661,unknown,land,10454,Manhattan,640.9646372749847,False
brown harris stevens,1200000,3,2.3738608579684373,2184.207862,"435 81st St, Brooklyn, NY 11209, USA",40.6260506,-74.0258346,unknown,townhouse,11209,Manhattan,549.3982605214155,False
brown harris stevens,419000,3,2.3738608579684373,2184.207862,"1401 Ocean Ave #8j, Brooklyn, NY 11230, USA",40.6278433,-73.9564523,unknown,co op,11230,Brooklyn,191.83155929872757,False
